,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
1106819,2014,4,10,27,1,2014-10-27,UA,19977,UA,N454UA,479,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,841,901,20,20,1,1,0800-0859,19,920,1019,8,1016,1027,11,11,0,0,1000-1059,0,,0,95,86,59,1,337,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39028,2014,2,5,12,1,2014-05-12,WN,19393,WN,N215WN,657,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1555,1658,63,63,1,4,1500-1559,7,1705,1757,6,1655,1803,68,68,1,4,1600-1659,0,,0,60,65,52,1,255,2,0,0,5,0,63,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150931,2014,3,7,25,5,2014-07-25,WN,19393,WN,N280WN,4593,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1850,1853,3,3,0,0,1800-1859,14,1907,2056,6,2105,2102,-3,0,0,-1,2100-2159,0,,0,135,129,109,1,787,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860819,2014,3,8,14,4,2014-08-14,WN,19393,WN,N617SW,2783,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,10792,1079204,30792,BUF,"Buffalo, NY",NY,36,New York,22,2030,2149,79,79,1,5,2000-2059,11,2200,21,25,2310,46,96,96,1,6,2300-2359,0,,0,160,177,141,1,1053,5,0,0,17,0,79,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802131,2014,3,8,15,5,2014-08-15,WN,19393,WN,N945WN,1046,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,830,841,11,11,0,0,0800-0859,25,906,1117,4,1100,1121,21,21,1,1,1100-1159,0,,0,150,160,131,1,883,4,3,0,10,0,8,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18154,2014,4,12,13,6,2014-12-13,B6,20409,B6,N652JB,1,12478,1247802,31703,JFK,"New York, NY",NY,36,New York,22,11697,1169703,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,1029,1025,-4,0,0,-1,1000-1059,17,1042,1250,8,1329,1258,-31,0,0,-2,1300-1359,0,,0,180,153,128,1,1069,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832430,2014,2,4,25,5,2014-04-25,DL,19790,DL,N935DN,1864,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11278,1127802,30852,DCA,"Washington, DC",VA,51,Virginia,38,1300,1256,-4,0,0,-1,1300-1359,14,1310,1616,4,1621,1620,-1,0,0,-1,1600-1659,0,,0,141,144,126,1,931,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878902,2014,3,9,30,2,2014-09-30,AS,19930,AS,N778AS,318,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,955,1103,68,68,1,4,0900-0959,16,1119,1300,6,1205,1306,61,61,1,4,1200-1259,0,,0,130,123,101,1,679,3,0,0,61,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543046,2014,1,3,17,1,2014-03-17,WN,19393,WN,N781WN,1026,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1455,1450,-5,0,0,-1,1400-1459,11,1501,1516,5,1520,1521,1,1,0,0,1500-1559,0,,0,85,91,75,1,402,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238123,2014,3,9,6,6,2014-09-06,WN,19393,WN,N402WN,4268,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,845,840,-5,0,0,-1,0800-0859,7,847,1005,4,1030,1009,-21,0,0,-2,1000-1059,0,,0,105,89,78,1,587,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233133,2014,1,3,9,7,2014-03-09,UA,19977,UA,N14118,1135,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,13930,1393003,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1331,1346,15,15,1,1,1300-1359,12,1358,1926,13,1945,1939,-6,0,0,-1,1900-1959,0,,0,254,233,208,1,1846,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750861,2014,3,9,20,6,2014-09-20,DL,19790,DL,N533US,1517,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,645,643,-2,0,0,-1,0600-0659,15,658,746,5,754,751,-3,0,0,-1,0700-0759,0,,0,69,68,48,1,270,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42391,2014,4,11,30,7,2014-11-30,VX,21171,VX,N524VA,370,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,2145,2343,118,118,1,7,2100-2159,18,1,737,7,605,744,99,99,1,6,0600-0659,0,,0,320,301,276,1,2611,11,10,0,0,0,89,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603295,2014,2,6,24,2,2014-06-24,EV,20366,EV,N23139,6038,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,13930,1393003,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1051,1041,-10,0,0,-1,1000-1059,12,1053,1402,15,1422,1417,-5,0,0,-1,1400-1459,0,,0,151,156,129,1,911,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971116,2014,1,3,12,3,2014-03-12,AA,19805,AA,N3KPAA,318,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,835,829,-6,0,0,-1,0800-0859,13,842,1140,4,1205,1144,-21,0,0,-2,1200-1259,0,,0,150,135,118,1,985,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617539,2014,3,9,13,6,2014-09-13,EV,20366,EV,N12172,4300,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1125,1147,22,22,1,1,1100-1159,21,1208,1514,9,1513,1523,10,10,0,0,1500-1559,0,,0,168,156,126,1,1008,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421494,2014,2,4,13,7,2014-04-13,DL,19790,DL,N939DL,1358,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11066,1106603,31066,CMH,"Columbus, OH",OH,39,Ohio,44,2030,2030,0,0,0,0,2000-2059,17,2047,2150,6,2202,2156,-6,0,0,-1,2200-2259,0,,0,92,86,63,1,447,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652403,2014,3,7,16,3,2014-07-16,WN,19393,WN,N968WN,4461,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,910,915,5,5,0,0,0900-0959,12,927,955,3,955,958,3,3,0,0,0900-0959,0,,0,105,103,88,1,630,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899444,2014,2,4,29,2,2014-04-29,UA,19977,UA,N855UA,463,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,1246,1241,-5,0,0,-1,1200-1259,16,1257,1351,3,1419,1354,-25,0,0,-2,1400-1459,0,,0,93,73,54,1,337,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750259,2014,2,5,24,6,2014-05-24,OO,20304,OO,N793SK,5199,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1746,1743,-3,0,0,-1,1700-1759,18,1801,1929,4,2007,1933,-34,0,0,-2,2000-2059,0,,0,201,170,148,1,1195,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630459,2014,1,1,7,2,2014-01-07,AS,19930,AS,N796AS,195,10299,1029904,30299,ANC,"Anchorage, AK",AK,2,Alaska,1,11630,1163002,31517,FAI,"Fairbanks, AK",AK,2,Alaska,1,2255,2303,8,8,0,0,2200-2259,14,2317,2355,4,2350,2359,9,9,0,0,2300-2359,0,,0,55,56,38,1,261,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956186,2014,2,4,26,6,2014-04-26,MQ,20398,MQ,N856MQ,3199,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,11995,1199502,31995,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,36,1500,1449,-11,0,0,-1,1500-1559,15,1504,1613,3,1640,1616,-24,0,0,-2,1600-1659,0,,0,100,87,69,1,461,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247711,2014,1,2,19,3,2014-02-19,AA,19805,AA,N014AA,2238,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1845,1845,0,0,0,0,1800-1859,18,1903,2154,6,2205,2200,-5,0,0,-1,2200-2259,0,,0,140,135,111,1,936,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798136,2014,4,12,2,2,2014-12-02,DL,19790,DL,N926AT,1878,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1747,1921,94,94,1,6,1700-1759,25,1946,2125,7,1959,2132,93,93,1,6,1900-1959,0,,0,132,131,99,1,746,3,0,0,93,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200996,2014,1,1,31,5,2014-01-31,DL,19790,DL,N913DL,338,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,10874,1087402,30647,CAK,"Akron, OH",OH,39,Ohio,44,849,847,-2,0,0,-1,0800-0859,12,859,1011,6,1029,1017,-12,0,0,-1,1000-1059,0,,0,100,90,72,1,528,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470504,2014,1,2,25,2,2014-02-25,WN,19393,WN,N220WN,1346,14679,1467903,33570,SAN,"San Diego, CA",CA,6,California,91,15376,1537602,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,1745,1743,-2,0,0,-1,1700-1759,6,1749,1940,5,2000,1945,-15,0,0,-1,2000-2059,0,,0,75,62,51,1,368,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143163,2014,3,8,17,7,2014-08-17,DL,19790,DL,N550NW,997,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,840,836,-4,0,0,-1,0800-0859,14,850,931,27,955,958,3,3,0,0,0900-0959,0,,0,75,82,41,1,270,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028898,2014,3,9,2,2,2014-09-02,US,20355,US,N548UW,1926,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1350,1405,15,15,1,1,1300-1359,14,1419,2154,5,2153,2159,6,6,0,0,2100-2159,0,,0,303,294,275,1,2402,10,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480405,2014,3,8,20,3,2014-08-20,OO,20304,OO,N743SK,5159,13930,1393003,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10849,1084903,30849,BZN,"Bozeman, MT",MT,30,Montana,84,945,1040,55,55,1,3,0900-0959,13,1053,1243,19,1155,1302,67,67,1,4,1100-1159,0,,0,190,202,170,1,1186,5,0,0,12,0,55,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401438,2014,3,8,8,5,2014-08-08,US,20355,US,N723UW,1893,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,1655,1648,-7,0,0,-1,1600-1659,23,1711,1849,4,1850,1853,3,3,0,0,1800-1859,0,,0,175,185,158,1,1095,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477164,2014,3,8,18,1,2014-08-18,WN,19393,WN,N296WN,512,13342,1334205,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1430,1428,-2,0,0,-1,1400-1459,7,1435,1755,13,1810,1808,-2,0,0,-1,1800-1859,0,,0,160,160,140,1,1066,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821907,2014,2,6,15,7,2014-06-15,EV,20366,EV,N872AS,5231,14814,1481402,30476,SHV,"Shreveport, LA",LA,22,Louisiana,72,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1634,1638,4,4,0,0,1600-1659,12,1650,1937,10,1919,1947,28,28,1,1,1900-1959,0,,0,105,129,107,1,551,3,4,0,24,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445907,2014,4,10,28,2,2014-10-28,DL,19790,DL,N966AT,507,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11481,1148102,31481,ECP,"Panama City, FL",FL,12,Florida,33,2140,2138,-2,0,0,-1,2100-2159,9,2147,2127,38,2141,2205,24,24,1,1,2100-2159,0,,0,61,87,40,1,240,1,0,0,24,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564619,2014,2,6,20,5,2014-06-20,EV,20366,EV,N979EV,5015,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,2005,2002,-3,0,0,-1,2000-2059,11,2013,2117,5,2129,2122,-7,0,0,-1,2100-2159,0,,0,84,80,64,1,413,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996474,2014,3,8,17,7,2014-08-17,OO,20304,OO,N297SW,7428,14113,1411302,34113,PIH,"Pocatello, ID",ID,16,Idaho,83,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,645,645,0,0,0,0,0600-0659,12,657,727,2,742,729,-13,0,0,-1,0700-0759,0,,0,57,44,30,1,150,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12903,2014,3,8,9,6,2014-08-09,OO,20304,OO,N807SK,4452,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1400,1404,4,4,0,0,1400-1459,27,1431,1802,12,1811,1814,3,3,0,0,1800-1859,0,,0,191,190,151,1,1214,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681662,2014,1,3,19,3,2014-03-19,DL,19790,DL,N697DL,1402,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1130,1129,-1,0,0,-1,1100-1159,26,1155,1309,8,1302,1317,15,15,1,1,1300-1359,0,,0,272,288,254,1,1747,7,0,0,15,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508358,2014,2,4,5,6,2014-04-05,WN,19393,WN,N631SW,2863,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,10140,1014002,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,1710,1714,4,4,0,0,1700-1759,8,1722,1752,5,1800,1757,-3,0,0,-1,1800-1859,0,,0,110,103,90,1,580,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817701,2014,4,12,12,5,2014-12-12,MQ,20398,MQ,N836MQ,2960,10685,1068502,30685,BMI,"Bloomington/Normal, IL",IL,17,Illinois,41,13930,1393003,30977,ORD,"Chicago, IL",IL,17,Illinois,41,600,552,-8,0,0,-1,0600-0659,22,614,649,7,705,656,-9,0,0,-1,0700-0759,0,,0,65,64,35,1,116,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551110,2014,4,12,26,5,2014-12-26,B6,20409,B6,N630JB,1165,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,1736,1820,44,44,1,2,1700-1759,15,1835,2133,3,2117,2136,19,19,1,1,2100-2159,0,,0,221,196,178,1,1249,5,6,0,0,0,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590102,2014,3,7,27,7,2014-07-27,FL,20437,FL,N937AT,116,10529,1052904,30529,BDL,"Hartford, CT",CT,9,Connecticut,11,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1150,1148,-2,0,0,-1,1100-1159,10,1158,1354,8,1415,1402,-13,0,0,-1,1400-1459,0,,0,145,134,116,1,859,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831156,2014,1,1,4,6,2014-01-04,UA,19977,UA,N535UA,653,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1312,1426,74,74,1,4,1300-1359,12,1438,2148,6,2057,2154,57,57,1,3,2000-2059,0,,0,285,268,250,1,2288,10,52,0,0,0,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567558,2014,4,10,24,5,2014-10-24,OO,20304,OO,N938SW,6464,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,800,947,107,107,1,7,0800-0859,17,1004,1130,6,957,1136,99,99,1,6,0900-0959,0,,0,177,169,146,1,964,4,93,0,0,0,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240687,2014,3,7,11,5,2014-07-11,AS,19930,AS,N442AS,680,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2025,2042,17,17,1,1,2000-2059,16,2058,2400,8,2359,8,9,9,0,0,2300-2359,0,,0,154,146,122,1,1024,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947050,2014,3,8,19,2,2014-08-19,AA,19805,AA,N3EEAA,1377,13930,1393003,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,2045,2129,44,44,1,2,2000-2059,16,2145,2338,8,2305,2346,41,41,1,2,2300-2359,0,,0,260,257,233,1,1721,7,4,0,5,0,32,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247665,2014,2,5,11,7,2014-05-11,WN,19393,WN,N621SW,1965,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,2005,2020,15,15,1,1,2000-2059,14,2034,2141,12,2130,2153,23,23,1,1,2100-2159,0,,0,85,93,67,1,436,2,8,0,8,0,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262523,2014,2,6,18,3,2014-06-18,OO,20304,OO,N477CA,4775,11648,1164802,31648,FCA,"Kalispell, MT",MT,30,Montana,84,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1720,1710,-10,0,0,-1,1700-1759,13,1723,1834,3,1858,1837,-21,0,0,-2,1800-1859,0,,0,98,87,71,1,531,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102881,2014,1,1,30,4,2014-01-30,UA,19977,UA,N33284,1573,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,1017,1014,-3,0,0,-1,1000-1059,10,1024,1407,4,1442,1411,-31,0,0,-2,1400-1459,0,,0,205,177,163,1,1416,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849312,2014,4,11,6,4,2014-11-06,WN,19393,WN,N8315C,225,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,625,632,7,7,0,0,0600-0659,14,646,1216,6,1230,1222,-8,0,0,-1,1200-1259,0,,0,245,230,210,1,1733,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029969,2014,2,5,13,2,2014-05-13,WN,19393,WN,N616SW,2139,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12191,1219102,31453,HOU,"Houston, TX",TX,48,Texas,74,820,826,6,6,0,0,0800-0859,13,839,1148,4,1140,1152,12,12,0,0,1100-1159,0,,0,140,146,129,1,883,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932306,2014,2,4,29,2,2014-04-29,OO,20304,OO,N742SK,5557,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,13930,1393003,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1730,1755,25,25,1,1,1700-1759,24,1819,2028,30,2015,2058,43,43,1,2,2000-2059,0,,0,165,183,129,1,1041,5,25,0,18,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455578,2014,1,2,12,3,2014-02-12,EV,20366,EV,N11137,4606,11540,1154003,30615,ELP,"El Paso, TX",TX,48,Texas,74,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1301,1301,0,0,0,0,1300-1359,21,1322,1555,10,1556,1605,9,9,0,0,1500-1559,0,,0,115,124,93,1,667,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030160,2014,2,6,13,5,2014-06-13,UA,19977,UA,N38459,1441,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,628,621,-7,0,0,-1,0600-0659,14,635,724,11,740,735,-5,0,0,-1,0700-0759,0,,0,132,134,109,1,787,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571672,2014,3,8,11,1,2014-08-11,DL,19790,DL,N816DN,913,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,1350,1343,-7,0,0,-1,1300-1359,15,1358,1424,6,1451,1430,-21,0,0,-2,1400-1459,0,,0,121,107,86,1,590,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112956,2014,4,10,23,4,2014-10-23,WN,19393,WN,N388SW,3301,11066,1106603,31066,CMH,"Columbus, OH",OH,39,Ohio,44,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1840,1846,6,6,0,0,1800-1859,12,1858,2003,8,2015,2011,-4,0,0,-1,2000-2059,0,,0,95,85,65,1,447,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192473,2014,4,11,29,6,2014-11-29,B6,20409,B6,N615JB,754,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,12478,1247802,31703,JFK,"New York, NY",NY,36,New York,22,857,847,-10,0,0,-1,0800-0859,11,858,1120,15,1130,1135,5,5,0,0,1100-1159,0,,0,153,168,142,1,1028,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
